path,annotation
/mnt/d/IMDA_TIL/audio_part3/3147-2595.wav,EH ITS NINE TWENTY
/mnt/d/IMDA_TIL/audio_part3/3147-2597.wav,IN THIRTY MINUTES ACTUALLY OH THAT SUCKS MAN
/mnt/d/IMDA_TIL/audio_part3/3147-260.wav,MAYBE BECAUSE I AM TWENTY EIGHT
/mnt/d/IMDA_TIL/audio_part3/3147-2615.wav,UH WITH EIGHT PERCENT BATTERY I DONT THINK SO
/mnt/d/IMDA_TIL/audio_part3/3147-2617.wav,WITH TEN MINUTES LEFT TO GO AND THEN WERE BOOKING FOR SOMETHING THAT IS LIKE TWENTY MINUTES AWAY
/mnt/d/IMDA_TIL/audio_part3/3147-262.wav,I SHOULD PROBABLY FIND SOMEONE RIGHT NOW
/mnt/d/IMDA_TIL/audio_part3/3147-2620.wav,UM NOTHING YOU KNOW THAT DAY I WORE THIS TO WORK AND THEN MY F ONE OF MY COLLEAGUES WERE LIKE
/mnt/d/IMDA_TIL/audio_part3/3147-2625.wav,YOU KNOW WHAT WERE JUST GONNA DO THIS AGAIN YOU PPL YOU JUST PICK ONE CARD PICK ONE CARD
/mnt/d/IMDA_TIL/audio_part3/3147-2627.wav,OH COME ON BUT HOW DID YOU WANT TO BE REMEMBERED BUT HOW DO YOU WANT TO BE REMEMBERED IF YOU ARE REMEMBERED BY ANYONE
/mnt/d/IMDA_TIL/audio_part3/3147-263.wav,CAUGHT FIRE AND YOU ONLY HAD TIME TO SAVE ONE ITEM
/mnt/d/IMDA_TIL/audio_part3/3147-2642.wav,THEN HOW BUT IS IT TRUE THEY SAY THE MINIMUM IS HUNDRED DOLLAR
/mnt/d/IMDA_TIL/audio_part3/3147-2645.wav,NO AS IN THESE THESE KIND OF LIKE WEDDING STUFF WHERE YOU HAVE PAY HUNDRED DOLLARS
/mnt/d/IMDA_TIL/audio_part3/3147-265.wav,CURRENTLY MY MOST VALUED POSSESSION IS MY PHONE
/mnt/d/IMDA_TIL/audio_part3/3147-2659.wav,NEVER GOT IT BACK AND NEVER WANT TO BUY A NEW ONE
/mnt/d/IMDA_TIL/audio_part3/3147-266.wav,I SAVED UP MONEY AND THEN WHEN IT WAS TIME YOU KNOW WHEN I HAD ENOUGH
/mnt/d/IMDA_TIL/audio_part3/3147-272.wav,SOMEONE WHO WOULDNT WANT TO SHARE IT WITH ME SOMEONE WHO WOULDNT LIKE IT
/mnt/d/IMDA_TIL/audio_part3/3147-275.wav,YA I MEAN WE HAVE TWO AND A HALF HOURS RIGHT OR TWO HOURS PLUS WHATEVER
/mnt/d/IMDA_TIL/audio_part3/3147-294.wav,NOT SUMMARISE JUST COME UP WITH ONE QUESTION AT THE END OF EVERY BOOK
/mnt/d/IMDA_TIL/audio_part3/3147-295.wav,WHEN DID YOU LAST HAVE A TRULY MEANINGFUL CONVERSATION WITH SOMEONE
/mnt/d/IMDA_TIL/audio_part3/3147-297.wav,PPL ZERO ZERO YEARS ZERO MONTHS ZERO DAYS NO MAN
/mnt/d/IMDA_TIL/audio_part3/3147-298.wav,UH BY THE WAY THE PICTURE RIGHT THE DIFFERENCE YOU SAID THERE ARE TWELVE DIFFERENCES IS IT
/mnt/d/IMDA_TIL/audio_part3/3147-299.wav,OH FIND TWO MORE LATER LAH OKAY ALRIGHT PPL OKAY UH
/mnt/d/IMDA_TIL/audio_part3/3149-1102.wav,YA YOU STILL HAVE A SISTER RIGHT I WISH I HAD ONE
/mnt/d/IMDA_TIL/audio_part3/3149-1104.wav,LIKE ONLY GUYS LIKE BOYS AND BOYS WILL BE ABLE TO LIKE UNDERSTAND ONE ANOTHER
/mnt/d/IMDA_TIL/audio_part3/3149-1119.wav,OKAY ITS REALLY HARD TO PINPOINT TO ONE
/mnt/d/IMDA_TIL/audio_part3/3149-1123.wav,SOME TIME DOWN THE ROAD LIKE AS TIME PASSES BY ONE DAY
/mnt/d/IMDA_TIL/audio_part3/3149-1125.wav,YOU YOU NEVER THOUGHT IT COULD HAPPEN FOR EXAMPLE LIKE SOMEONE YOUVE LOST TOUCH WITH
/mnt/d/IMDA_TIL/audio_part3/3149-1127.wav,AND THEN SIX MONTHS DOWN THE ROAD SUDDENLY
/mnt/d/IMDA_TIL/audio_part3/3149-113.wav,AND BESIDE IT THERE ARE TWO
/mnt/d/IMDA_TIL/audio_part3/3149-1131.wav,MAKE ME THE HAPPIEST BECAUSE IM SOMEONE WHO IS VERY
/mnt/d/IMDA_TIL/audio_part3/3149-1141.wav,IS THERE SOMEONE AT THIS TABLE YOU WOULD LIKE TO KNOW BETTER
/mnt/d/IMDA_TIL/audio_part3/3149-1145.wav,IF WE IF WE JUST LIKE A FIVE MINUTES CONVERSATION WE WILL
/mnt/d/IMDA_TIL/audio_part3/3149-1157.wav,SICK AS FEES NAME ONE OF YOUR CLOSEST FRIEND
/mnt/d/IMDA_TIL/audio_part3/3149-1165.wav,WITH A FRIEND AND THEN SUDDENLY OUT OF NOWHERE I HEAR SOMEONE CALLING OUT MY NAME
/mnt/d/IMDA_TIL/audio_part3/3149-117.wav,YOUR ELDERLY COUPLE IS DOING SOMETHING ELSE BECAUSE MINE WAS LISTENING TO RADIO AND READING A BOOK
/mnt/d/IMDA_TIL/audio_part3/3149-118.wav,SO UH WE WE HAVE THREE MORE DIFFERENCES ARE YOUR GIRL IS SITTING ON THE BEACH BOLL
/mnt/d/IMDA_TIL/audio_part3/3149-1180.wav,CAUSE IM SOMEONE WHO WHO IS ERR
/mnt/d/IMDA_TIL/audio_part3/3149-1185.wav,HAD THE COURAGE TO ADOPT ANOTHER ONE
/mnt/d/IMDA_TIL/audio_part3/3149-1187.wav,I WONT SAY ITS A REPLACEMENT FOR THE PREVIOUS ONE BECAUSE THEY ARE BOTH DIFFERENT YA IN THEIR OWN WAYS BUT
/mnt/d/IMDA_TIL/audio_part3/3149-1195.wav,BECAUSE AT THAT POINT OF TIME HE WAS REALLY SMALL HE WAS JUST A KITTEN AND HE WAS VERY ACTIVE AND
/mnt/d/IMDA_TIL/audio_part3/3149-1196.wav,NOT EVERYONE IS ABLE TO
/mnt/d/IMDA_TIL/audio_part3/3149-1199.wav,DOWN FROM ONE PERSON TO ANOTHER PERSON JUST BECAUSE YOU ARE UNABLE TO HANDLE IT THIS KIND OF THINGS I FEEL LIKE YOU HAVE TO
/mnt/d/IMDA_TIL/audio_part3/3149-120.wav,FOUR DIFFERENCES SO GOT TWO MORE WHAT IS IT THE OTHER TWO DIFFERENCES YOU DO YOU HAVE A SIGN WITH AN ARROW
/mnt/d/IMDA_TIL/audio_part3/3149-1221.wav,WHEN DID YOU LAST HAVE A TRULY MEANINGFUL CONVERSATION WITH SOMEONE WHAT DID YOU TALK ABOUT
/mnt/d/IMDA_TIL/audio_part3/3149-123.wav,OKAY SO THATS THE DIFFERENCE ONE IS DIFFERENT
/mnt/d/IMDA_TIL/audio_part3/3149-1233.wav,OKAY I WOULD SAY SOMEONE THAT RESONATES WELL WITH ME BECAUSE I AM ACTUALLY
/mnt/d/IMDA_TIL/audio_part3/3149-1235.wav,I GUESS IF I FEEL COMFORTABLE WITH THE PERSON I WILL TEND TO JUST LIKE PPO YOU KNOW I TALK A LOT
/mnt/d/IMDA_TIL/audio_part3/3149-1236.wav,I WONT SAY IM LOOKING FOR SOMEONE WHO HAS THAT SAME EXACT TRAITS YOU KNOW
/mnt/d/IMDA_TIL/audio_part3/3149-1241.wav,THAT THAT PERSON IS SOMEONE WHO IS ABLE TO
/mnt/d/IMDA_TIL/audio_part3/3149-1246.wav,BECAUSE I FEEL THESE DAYS THERES A LOT OF STANDARDS BEING SET THEY WANT SOMEONE WHO IS YOU KNOW IM DEFINITELY NOT DEMURE
/mnt/d/IMDA_TIL/audio_part3/3149-1247.wav,NOT FEMININE BUT YOU KNOW IM IM JUST NOT I FEEL THAT I AM NOT
/mnt/d/IMDA_TIL/audio_part3/3149-1250.wav,SO THE DEAL BREAKER FOR ME IS SOMEONE WHO NOT ONLY ACCEPT
/mnt/d/IMDA_TIL/audio_part3/3149-1251.wav,ME FOR WHO I AM OR FOR THE WAY I AM SOMEONE WHO EMBRACE IT
/mnt/d/IMDA_TIL/audio_part3/3149-1262.wav,ALREADY BEING WITH SOMEONE BUT THEYRE TELLING US TO LIKE
/mnt/d/IMDA_TIL/audio_part3/3149-1263.wav,I NEED LIKE THREE YEARS MORE OR I NEED I NEED I NEED YOU TO WAIT
/mnt/d/IMDA_TIL/audio_part3/3149-127.wav,SIX WITH SEVEN OKAY SOMEONE GONNA HAVE ONE EXTRA CARD
/mnt/d/IMDA_TIL/audio_part3/3149-128.wav,FIFTY SIX DIVIDE BY TWO IS THIR YA SORRY
/mnt/d/IMDA_TIL/audio_part3/3149-1281.wav,I WOULD NEED SOMEONE TO BE THERE TO TAKE CARE OF ME YOU KNOW MY PARENTS WONT PROBABLY WONT BE AROUND
/mnt/d/IMDA_TIL/audio_part3/3149-1284.wav,DEFINITELY I WANT A JUNIOR SOMEONE WHO WHO WHO
/mnt/d/IMDA_TIL/audio_part3/3149-1285.wav,ALSO SOMEONE THERE I WOULD BE ABLE TO
/mnt/d/IMDA_TIL/audio_part3/3149-129.wav,TWENTY THIRTY EIGHT PPL WAHSEH PPL CAN YOU COUNT DO YOU HAVE LIKE THIRTY EIGHT THERE
/mnt/d/IMDA_TIL/audio_part3/3149-1292.wav,A YEAR OR TWO DEPENDING ON MY AGE OF COURSE
/mnt/d/IMDA_TIL/audio_part3/3149-1300.wav,WHICH ONE WOULD YOU SAY IT BETWEEN BOTH RIGHT WHICH WOULD YOU SAY YOU YOU ARE MORE
/mnt/d/IMDA_TIL/audio_part3/3149-131.wav,I DONT KNOW YOU WANT TO GO FIRST CAUSE YOU GOT ONE EXTRA CARD
/mnt/d/IMDA_TIL/audio_part3/3149-1315.wav,SO ITS LIKE COM TWO COMPLETELY VERY DIFFERENT
/mnt/d/IMDA_TIL/audio_part3/3149-1329.wav,AS A PERSON IM NOT SOMEONE WHO CUSS
/mnt/d/IMDA_TIL/audio_part3/3149-1341.wav,CONTEXT JUST BEING PLAIN DISRESPECTFUL LAH I THINK EV YOU YOU EVERYONE SHOULD BE ABLE TO UNDERSTAND
/mnt/d/IMDA_TIL/audio_part3/3149-1357.wav,WILL TEND TO USE YOUR PAST AGAINST
/mnt/d/IMDA_TIL/audio_part3/3149-136.wav,LIKE SOMEONE THAT IS BALANCED AND I AM A VERY BALANCED PERSON IN LIFE PPL
/mnt/d/IMDA_TIL/audio_part3/3149-1372.wav,LET ME SEE WHICH ONE DO I WANT TO TALK ABOUT
/mnt/d/IMDA_TIL/audio_part3/3149-1374.wav,A A A NUMBER OF TIMES ERR ESPECIALLY THIS YEAR ESPECIALLY RECENTLY WITH MY BEST FRIEND SOMETIMES ALONE
/mnt/d/IMDA_TIL/audio_part3/3149-1379.wav,OR MAYBE JUST SITTING THERE AND TALKING SITTING THERE WITH SOMEONE YOU TRUST AND JUST LIKE TALKING ABOUT WHATEVER ISSUES YOU HAVE YOU KNOW
/mnt/d/IMDA_TIL/audio_part3/3149-1386.wav,OKAY WAIT LET ME SEE IF I CAN THINK OF ONE
/mnt/d/IMDA_TIL/audio_part3/3149-1388.wav,I WOULD SAY ONE OF THE THING THAT STRESSES ME OUT MOST IS WHEN THINGS DONT GO AS PLAN
/mnt/d/IMDA_TIL/audio_part3/3149-139.wav,SO ON A SCALE OF ONE TO TEN
/mnt/d/IMDA_TIL/audio_part3/3149-14.wav,THERE IS ALSO THE SIGN SAYS FOUR ANGELS DRIVING SCHOOL WITH AN ARROW POINTING AT F
/mnt/d/IMDA_TIL/audio_part3/3149-1400.wav,OH OH IVE GOT ANOTHER ONE OKAY LIKE EVEN BETTER LIKE SCRATCH THAT
/mnt/d/IMDA_TIL/audio_part3/3149-1401.wav,YOU GET SILENCE IN RETURN FROM SOMEONE
/mnt/d/IMDA_TIL/audio_part3/3149-1410.wav,AND LIKE BEING SOMEONE WHO TENDS TO OVER THINK
/mnt/d/IMDA_TIL/audio_part3/3149-1427.wav,WE WILL BE HONEST HERE WE WERE IN DOUBT
/mnt/d/IMDA_TIL/audio_part3/3149-1428.wav,I MEAN LIKE NO OFFENCE TO ANYONE ELSE LAH BUT
/mnt/d/IMDA_TIL/audio_part3/3149-1436.wav,CAN YOU LIKE BUT IT JUST IT FEELS LIKE IT WAS JUST YESTERDAY RIGHT BUT THEN IN THREE YEARS TIME WE TURNING THIRTY SO ITS LIKE
/mnt/d/IMDA_TIL/audio_part3/3149-1446.wav,ITS TIME TO LET GO SOMEONE WHEN
/mnt/d/IMDA_TIL/audio_part3/3149-145.wav,MYSTERY GUEST IF YOU COULD HAVE AN HOUR LONG CONVERSATION WITH ANYONE AT ALL
/mnt/d/IMDA_TIL/audio_part3/3149-1451.wav,YES EITHER THAT OR SOMEONE
/mnt/d/IMDA_TIL/audio_part3/3149-1457.wav,NOT TO THE POINT OF DIS DEPRESSION WHERE YOU TEND TO THE TO DO SOMETHING STUPID OF COURSE PPO THAT WOULD RE REQUIRE A DIFFERENT
/mnt/d/IMDA_TIL/audio_part3/3149-146.wav,IF IM NO LONGER AROUND I WISH FOR PEOPLE TO REMIND IT TO REMEMBER ME AS SOMEONE THAT IS
/mnt/d/IMDA_TIL/audio_part3/3149-1460.wav,YOU KNOW THATS ONE OF THE SIGNS UM
/mnt/d/IMDA_TIL/audio_part3/3149-1469.wav,NO MATTER HOW NICE YOU ARE NO MATTER HOW GOOD OR CLEAR YOUR INTENTIONS ARE
/mnt/d/IMDA_TIL/audio_part3/3149-147.wav,UH SOMEONE WHO
/mnt/d/IMDA_TIL/audio_part3/3149-1471.wav,AND YOU ARE ALWAYS THE ONE THAT IS CHASING AND
/mnt/d/IMDA_TIL/audio_part3/3149-1483.wav,YOU KNOW OF COURSE YOU CANT EXPECT THEM FROM SOMEONE YOU
/mnt/d/IMDA_TIL/audio_part3/3149-1484.wav,YA OR SOMEONE THAT YOU ARE NOT THAT THAT UH CLOSE TO YA BUT IF ITS SOMEONE THAT YOU
/mnt/d/IMDA_TIL/audio_part3/3149-1486.wav,YOU KNOW SOMEONE YOU LIVE IN THE SAME HOUSE
/mnt/d/IMDA_TIL/audio_part3/3149-1506.wav,YA BECAUSE I ALWAYS LIKE PLUCK IN MY HEADPHONE AND START DANCING WHILE I VACUUM I WILL BE IN MY OWN WORLD
/mnt/d/IMDA_TIL/audio_part3/3149-1510.wav,AS LONG AS I HAVE MY HANDPHONE LIKE AND MY
/mnt/d/IMDA_TIL/audio_part3/3149-1511.wav,EARPLUGS OR MY EARPHONE
/mnt/d/IMDA_TIL/audio_part3/3149-152.wav,I SPEAK THIS ONE WE CAN BOTH ANSWER PPL OKAY
/mnt/d/IMDA_TIL/audio_part3/3149-153.wav,UM I TEND TO OVERTHINK
/mnt/d/IMDA_TIL/audio_part3/3149-1530.wav,HONEY YOU HAVE A LOT DONT DONT DONT
/mnt/d/IMDA_TIL/audio_part3/3149-1536.wav,I MEAN I ITS NOT THAT I LIKE TROUBLE BUT IM SOMEONE WHO HAS THIS AURA THAT
/mnt/d/IMDA_TIL/audio_part3/3149-1537.wav,TEND TO ATTRACT DRAMA VERY EASILY
/mnt/d/IMDA_TIL/audio_part3/3149-1538.wav,YA MY LIFE IS LIKE ALWAYS TWENTY FOUR SEVEN DRAMA ITS NOT FROM ME ITS FROM OTHER PEOPLE AND THEN IT JUST SOMEHOW YOU KNOW
/mnt/d/IMDA_TIL/audio_part3/3149-1541.wav,MY COUSIN WENT FOR THIS SESSION AND THEN IT WAS ONE OF THE QUESTIONS THAT SHE FAILED
/mnt/d/IMDA_TIL/audio_part3/3149-1554.wav,EVEN IF THAT PERSON IS SOMEONE THAT
/mnt/d/IMDA_TIL/audio_part3/3149-1555.wav,DOESNT TALK AS MUCH AS YOU BUT YOU KNOW THEYRE LISTENING TO YOU
/mnt/d/IMDA_TIL/audio_part3/3149-1557.wav,HE TALKS YOU LISTEN OR YOU COULD BE THE ONLY ONE TALKING AND HES JUST THERE SMILING TO HIMSELF AND LOOKING AT YOU LIKE
/mnt/d/IMDA_TIL/audio_part3/3149-1569.wav,ONE OF THEIR FAVOURITE PLACES IF THEY BRING ME TO THEIR FAVOURITE PLACES AND THINGS I FEEL LIKE THEY ARE MAKING THEY THEY ARE
/mnt/d/IMDA_TIL/audio_part3/3149-157.wav,WHAT NICKNAMES DO YOU GO BY WHICH ONE IS YOUR FAVOURITE
/mnt/d/IMDA_TIL/audio_part3/3149-1574.wav,LIKE YOU FIND DISCOVERED SOMETHING NEW ABOUT ONE ANOTHER
/mnt/d/IMDA_TIL/audio_part3/3149-1584.wav,WHAT ARE YOUR TOP THREE CHILDRENS
/mnt/d/IMDA_TIL/audio_part3/3149-1585.wav,WE WE HAVENT EVEN GONE TO THE POINT WHERE WE ARE IN A STABLE SERIOUS RELATIONSHIP
/mnt/d/IMDA_TIL/audio_part3/3149-1591.wav,NOT JUST ONE OF THEM MY MUM MY MUM JUST SPOKE ABOUT IT
/mnt/d/IMDA_TIL/audio_part3/3149-16.wav,UM ONE IS LISTENING TO THE RADIO AND ANOTHER ONE IS READING A BOOK
/mnt/d/IMDA_TIL/audio_part3/3149-160.wav,I WAS FIFTEEN AND I HAVE NEVER EVER CALLED YOU THAT BEFORE PPL
/mnt/d/IMDA_TIL/audio_part3/3149-1601.wav,NOW THAT IM TWENTY SEVEN IT KIND OF JUST LIKE HIT ME
/mnt/d/IMDA_TIL/audio_part3/3149-1605.wav,I THINK ONE WE SPOKE ABOUT WAS OLEVEL
/mnt/d/IMDA_TIL/audio_part3/3149-1607.wav,I WOULD HAVE STUDIED REALLY WELL I WOULD HAVE GONE TO MY DREAM SCHOOL
/mnt/d/IMDA_TIL/audio_part3/3149-1612.wav,AND I PROBABLY WOULD HAVE LIKE STUDIED SO HARD IN POLY AND PROBABLY GONE ON TO NUS NTU
/mnt/d/IMDA_TIL/audio_part3/3149-1625.wav,LIKE TO BE THE ONE TO JUST WALK AWAY IN SILENCE
/mnt/d/IMDA_TIL/audio_part3/3149-1629.wav,DURING A HEATED ARGUMENT ERR DURING A HEATED ARGUMENT OR WHEN SOMEONE IS PUTTING YOU DOWN
/mnt/d/IMDA_TIL/audio_part3/3149-1632.wav,SOMETIMES WHEN SOMEONE PUSHES MY BUTTONS I STILL VERY FIND IT REALLY HARD TO JUST WALK AWAY
/mnt/d/IMDA_TIL/audio_part3/3149-1633.wav,I WILL TEND TO
/mnt/d/IMDA_TIL/audio_part3/3149-1636.wav,AND EVERYONE AND EVERYONE ELSE IS
/mnt/d/IMDA_TIL/audio_part3/3149-1637.wav,AND EVERYONE ELSE IS JUST LIKE YOU KNOW MARRIED
/mnt/d/IMDA_TIL/audio_part3/3149-164.wav,UM I WONT SAY I HAVE DONE ANYTHING BOMBASTIC
/mnt/d/IMDA_TIL/audio_part3/3149-1643.wav,IT DEPENDS ON THE PERSON BECAUSE THIS IS ON THIS IS TESTING SOMEONES SPIRITUAL LEVEL BUT
/mnt/d/IMDA_TIL/audio_part3/3149-1645.wav,SO FOR ME YES I WILL DEFINITELY BE MORE RELIGIOUS IN A IN IN A SENSE THAT ILL BE I WILL PAY MORE ATTENTION TO IT
/mnt/d/IMDA_TIL/audio_part3/3149-1648.wav,BUT JUST MAYBE PROBABLY SPENDING MORE TIME WITH MY LOVED ONES
/mnt/d/IMDA_TIL/audio_part3/3149-1650.wav,YOU SHOULD TELL ABOUT THE TIME THAT YOU CAME DOWN ALL THE WAY TO SOMEONES WORK PLACE
/mnt/d/IMDA_TIL/audio_part3/3149-1659.wav,MORAL OF THE STORY DESCRIBE ONE IMPORTANT LIFE LESSON YOUVE LEARNT FROM THE BOOKS YOUVE READ
/mnt/d/IMDA_TIL/audio_part3/3149-166.wav,ONE OF MY DEAR EX COLLEAGUE
/mnt/d/IMDA_TIL/audio_part3/3149-1664.wav,OKAY LAH THATS TRUE IN MY COUSINS AS WELL PPL MY THREE COUSINS YA
/mnt/d/IMDA_TIL/audio_part3/3149-1665.wav,UM MY THREE CLOSE COUSINS YOU AND MY FAMILY MY PARENTS WHICH IS MY PARENTS AND MY TWO BROTHERS AND MY SISTER IN LAW OF COURSE
/mnt/d/IMDA_TIL/audio_part3/3149-1666.wav,OH LETS THROW IN MY TWO GRANDMOTHERS ALSO
/mnt/d/IMDA_TIL/audio_part3/3149-1680.wav,IM SORRY LAH IM NOT IM NOT I WONT SAY IM NOT CHARITABLE I WILL OF COURSE DONATE SOME MONEY
/mnt/d/IMDA_TIL/audio_part3/3149-1683.wav,THEN NO ITS OKAY PPL PPO AND THEN TEN MILLION OH WOW GIRL PAY FOR MY DEGREE
/mnt/d/IMDA_TIL/audio_part3/3149-1684.wav,YES EXACTLY WITH THAT MONEY AND OF COURSE I DID MENTION THAT ILL GIVE IT TO MY PARENTS UM PROBABLY PAY FOR MY YOUNGER BROTHERS SCHOOL AS WELL
/mnt/d/IMDA_TIL/audio_part3/3149-1685.wav,THEN SAVE SOME FOR MARRIAGE UH AND HONEYMOON OF COURSE
/mnt/d/IMDA_TIL/audio_part3/3149-1686.wav,ILL TRAVEL ITS PART OF IT AH GIRL ITS TEN MILLION YOU CAN STRETCH IT
/mnt/d/IMDA_TIL/audio_part3/3149-1693.wav,OR MAYBE YOU COULD BE LIKE ONE OF THOSE LIKE TOP FINANCE PERSON
/mnt/d/IMDA_TIL/audio_part3/3149-1694.wav,OR AN AUDITOR OR SOMETHING I GOT FOUR CARDS LEFT MAN
/mnt/d/IMDA_TIL/audio_part3/3149-1716.wav,FRIEND OR I KNOW SOMEONE WHOS VERY
/mnt/d/IMDA_TIL/audio_part3/3149-1717.wav,SO I WOULD SAY I WOULD ADD VALUE IN THEIR LIFE BY BEING SOMEONE WHOS THE OPPOSITE BY BEING POSITIVE AND TELLING THEM HEY YOU KNOW
/mnt/d/IMDA_TIL/audio_part3/3149-1718.wav,TO FORWARD IN LIFE TO LOOK UP DO NOT GIVE UP AND WHAT NOT OR IF I HAVE SOMEONE
/mnt/d/IMDA_TIL/audio_part3/3149-1719.wav,IF IF I KNOW SOMEONE WHO HAS ANGER MANAGEMENT PROBLEMS MAYBE
/mnt/d/IMDA_TIL/audio_part3/3149-1726.wav,ALRIGHT WE HAVE FIFTEEN MINUTES LEFT HAHA
/mnt/d/IMDA_TIL/audio_part3/3149-1734.wav,SO I WAS SO STUBBORN THEN THERE WAS ONE TIME IT WAS RAINING HEAVILY AT MY HOUSE AREA AND I WAS
/mnt/d/IMDA_TIL/audio_part3/3149-1737.wav,TWO YOUNG CHAPS IN FRONT OF ME WHO WAS WALKING AND I SLIPPED AND I FELL LIKE A SUPERMAN LIKE LITERALLY LIKE
/mnt/d/IMDA_TIL/audio_part3/3149-1743.wav,YOUR TURN WHAT IS THE CRAZIEST THING YOU HAVE EVER DONE
/mnt/d/IMDA_TIL/audio_part3/3149-1752.wav,YOU KNOW THE THING AND ITS NOTS JUST DATING APPS THE THING ABOUT GETTING TO KNOW SOMEONE ON SOCIAL MEDIA OR DATING APPS RIGHT
/mnt/d/IMDA_TIL/audio_part3/3149-1753.wav,THEY PROBABLY SAYING IT TO TEN THOUSAND OTHER GIRLS
/mnt/d/IMDA_TIL/audio_part3/3149-1755.wav,THEY PROBABLY DOING DOING IT TO TEN THOUSAND OTHER GIRLS ALSO SO ITS LIKE
/mnt/d/IMDA_TIL/audio_part3/3149-1756.wav,UH UH IM NOT OLD FASHIONED
/mnt/d/IMDA_TIL/audio_part3/3149-176.wav,ITS NOT REALLY A RISK BUT I WOULD SAY ITS SOMETHING I HAVE DONE FOR SOMEONE I LOVE
/mnt/d/IMDA_TIL/audio_part3/3149-1760.wav,HOOK UP WITH THIS ONE OKAY TURNS OUT THAT THIS PERSON HAS CERTAIN THINGS THAT WE SHARE IN COMMON
/mnt/d/IMDA_TIL/audio_part3/3149-1763.wav,WHATEVER I WILL JUST MEET SOMEONE IN MY OWN TIME
/mnt/d/IMDA_TIL/audio_part3/3149-1765.wav,TO SAVE ONE ITEM WHAT WOULD YOU SAVE
/mnt/d/IMDA_TIL/audio_part3/3149-1769.wav,IM JUST GONNA CHOOSE ONE QUESTION FOR YOU
/mnt/d/IMDA_TIL/audio_part3/3149-1770.wav,FROM HERE AND THEN YOU CAN CHOOSE ONE FOR ME AS WELL LAH
/mnt/d/IMDA_TIL/audio_part3/3149-1779.wav,AS IN PLAYLIST LIKE SPOTIFY PLAYLIST RIGHT YA WE ALL LOAD THAT I LISTEN HARD RAIL PPL
/mnt/d/IMDA_TIL/audio_part3/3149-178.wav,OKAY PPL THIS IS A GOOD ONE
/mnt/d/IMDA_TIL/audio_part3/3149-1781.wav,NO I MEAN I DONT LISTEN TO IT EVERYDAY IT ITS MY GO TO FOR EXERCISING
/mnt/d/IMDA_TIL/audio_part3/3149-1782.wav,I IN GENERAL I DONT REALLY LISTEN TO MUSIC
/mnt/d/IMDA_TIL/audio_part3/3149-1793.wav,YA THE RAMEN STALL IT WAS A MEMORABLE ONE BECAUSE
/mnt/d/IMDA_TIL/audio_part3/3149-1794.wav,IT HAPPEN AT A POINT WHERE I HAVENT REALLY GONE OUT AND
/mnt/d/IMDA_TIL/audio_part3/3149-1796.wav,OR TRYING OR TASTING NEW FOOD AND THEN SOMEONE BROUGHT ME THERE IT WAS JUST LIKE BAM
/mnt/d/IMDA_TIL/audio_part3/3149-1800.wav,ASK ME THIS THIS CAUSE I THINK I CAN FINISH THAT IN TWO MINUTES
/mnt/d/IMDA_TIL/audio_part3/3149-1803.wav,OR A VOLKSWAGEN BEETLE YOU KNOW THE NEW ONE
/mnt/d/IMDA_TIL/audio_part3/3149-1804.wav,AND WHEN IT COME IN LIKE PINK COLOUR AND ALL THAT JUST CUTE ONE YA THATS REALLY CUTE
/mnt/d/IMDA_TIL/audio_part3/3149-1808.wav,UH THAT ONE THAT ONE PPL THAT ONE TOO BIG FOR A SMALL SIZE GIRL LIKE ME YA
/mnt/d/IMDA_TIL/audio_part3/3149-1809.wav,OH BUT THE YA YA THERES ONE THE YAMAHA THE NEW ONE WHICH IS REALLY NICE THE
/mnt/d/IMDA_TIL/audio_part3/3149-181.wav,TOP THREE ON MY BUCKET LIST IS TO TRAVEL
/mnt/d/IMDA_TIL/audio_part3/3149-1811.wav,AND HAYABUSA IS NICE BUT ITS TOO BIG FOR SOMEONE SMALL LIKE ME SO YA
/mnt/d/IMDA_TIL/audio_part3/3149-186.wav,THATS ONE OF THEM TWO MORE UM
/mnt/d/IMDA_TIL/audio_part3/3149-192.wav,OKAY UM ONE MORE ONE MORE ON MY BUCKET LIST
/mnt/d/IMDA_TIL/audio_part3/3149-194.wav,UM ONE MORE ON THE LIST LET ME SEE
/mnt/d/IMDA_TIL/audio_part3/3149-2112.wav,YOU KNOW TO STAND UP ON MY OWN TWO FEET AGAIN BECAUSE I WAS
/mnt/d/IMDA_TIL/audio_part3/3149-2134.wav,TO JUST ANYONE BUT SHES SOMEONE THAT I WILL JUST LIKE
/mnt/d/IMDA_TIL/audio_part3/3149-2136.wav,YES REMEMBER REMEMBER TERMINAL TERMINAL FOUR UM
/mnt/d/IMDA_TIL/audio_part3/3149-2140.wav,LIKE ONE OF MY CLOSEST FRIEND IS OF COURSE MY BEST FRIEND LIKE
/mnt/d/IMDA_TIL/audio_part3/3149-2141.wav,LIKE SHES THE ONE THAT I MET WHEN
/mnt/d/IMDA_TIL/audio_part3/3149-2142.wav,LITERALLY SAY SINCE WE WERE THIRTEEN BECAUSE
/mnt/d/IMDA_TIL/audio_part3/3149-2147.wav,NO BUT YOUR GUY BEST FRIEND WAS SOMEONE YOU
/mnt/d/IMDA_TIL/audio_part3/3149-2152.wav,I STILL REMEMBER THAT DAY I WAS I TURN TWENTY THREE
