image_id,class,confidence,ymin,xmin,ymax,xmax
image_1172,,,,,,
image_0679,,,,,,
image_1442,,,,,,
image_0323,,,,,,
image_1352,,,,,,
image_0821,,,,,,
image_1028,,,,,,
image_0503,,,,,,
image_0160,,,,,,
image_0925,,,,,,
image_0435,,,,,,
image_0614,,,,,,
image_0330,,,,,,
image_1025,,,,,,
image_0309,,,,,,
image_1530,,,,,,
image_0026,,,,,,
image_0575,,,,,,
image_0510,,,,,,
image_1293,,,,,,
image_0325,,,,,,
image_0420,,,,,,
image_0208,,,,,,
image_0287,,,,,,
image_1057,,,,,,
image_1302,,,,,,
image_0112,,,,,,
image_0115,,,,,,
image_0604,,,,,,
image_0985,,,,,,
image_1426,,,,,,
image_1365,,,,,,
image_1579,,,,,,
image_0762,,,,,,
image_0495,,,,,,
image_0880,,,,,,
image_0932,,,,,,
image_0229,,,,,,
image_0553,,,,,,
image_0289,,,,,,
image_0817,,,,,,
image_1529,,,,,,
image_0969,,,,,,
image_0018,,,,,,
image_0304,,,,,,
image_0663,,,,,,
image_0166,,,,,,
image_0848,,,,,,
image_0741,,,,,,
image_1188,,,,,,
image_1102,,,,,,
image_0057,,,,,,
image_1586,,,,,,
image_1401,,,,,,
image_0350,,,,,,
image_1486,,,,,,
image_0186,,,,,,
image_0859,,,,,,
image_0775,,,,,,
image_0676,,,,,,
image_0346,,,,,,
image_0368,,,,,,
image_0194,,,,,,
image_0626,,,,,,
image_1348,,,,,,
image_1098,,,,,,
image_0754,,,,,,
image_1459,,,,,,
image_0758,,,,,,
image_0431,,,,,,
image_0585,,,,,,
image_0812,,,,,,
image_0045,,,,,,
image_0240,,,,,,
image_0769,,,,,,
image_0104,,,,,,
image_1458,,,,,,
image_0313,,,,,,
image_1240,,,,,,
image_0988,,,,,,
image_1004,,,,,,
image_1203,,,,,,
image_0453,,,,,,
image_0016,,,,,,
image_0241,,,,,,
image_0653,,,,,,
image_1326,,,,,,
image_1563,,,,,,
image_0843,,,,,,
image_1479,,,,,,
image_1399,,,,,,
image_0949,,,,,,
image_1011,,,,,,
image_0248,,,,,,
image_0928,,,,,,
image_1239,,,,,,
image_0738,,,,,,
image_1164,,,,,,
image_1136,,,,,,
image_1169,,,,,,
image_0434,,,,,,
image_1378,,,,,,
image_0804,,,,,,
image_0032,,,,,,
image_0390,,,,,,
image_0527,,,,,,
image_0192,,,,,,
image_1372,,,,,,
image_1439,,,,,,
image_0786,,,,,,
image_1210,,,,,,
image_1541,,,,,,
image_0803,,,,,,
image_0875,,,,,,
image_1145,,,,,,
image_0439,,,,,,
image_0589,,,,,,
image_0448,,,,,,
image_0285,,,,,,
image_0726,,,,,,
image_0695,,,,,,
image_0394,,,,,,
image_0244,,,,,,
image_0793,,,,,,
image_1467,,,,,,
image_0745,,,,,,
image_1000,,,,,,
image_0154,,,,,,
image_0647,,,,,,
image_0528,,,,,,
image_1488,,,,,,
image_1592,,,,,,
image_0120,,,,,,
image_1453,,,,,,
image_0622,,,,,,
image_0649,,,,,,
image_0344,,,,,,
image_1353,,,,,,
image_0664,,,,,,
image_1034,,,,,,
image_1361,,,,,,
image_1131,,,,,,
image_1035,,,,,,
image_0298,,,,,,
image_1019,,,,,,
image_1078,,,,,,
image_0898,,,,,,
image_0536,,,,,,
image_0472,,,,,,
image_0935,,,,,,
image_1310,,,,,,
image_1266,,,,,,
image_1369,,,,,,
image_0017,,,,,,
image_0597,,,,,,
image_1507,,,,,,
image_1473,,,,,,
image_0751,,,,,,
image_0841,,,,,,
image_0294,,,,,,
image_0995,,,,,,
image_0856,,,,,,
image_1017,,,,,,
image_0588,,,,,,
image_0095,,,,,,
image_1058,,,,,,
image_1316,,,,,,
image_1371,,,,,,
image_0563,,,,,,
image_1363,,,,,,
image_1168,,,,,,
image_0879,,,,,,
image_0290,,,,,,
image_0086,,,,,,
image_0050,,,,,,
image_0717,,,,,,
image_0630,,,,,,
image_1502,,,,,,
image_1281,,,,,,
image_0129,,,,,,
image_0593,,,,,,
image_1110,,,,,,
image_1446,,,,,,
image_0449,,,,,,
image_0268,,,,,,
image_0748,,,,,,
image_0000,,,,,,
image_1143,,,,,,
image_0195,,,,,,
image_0259,,,,,,
image_1275,,,,,,
image_1180,,,,,,
image_0873,,,,,,
image_0918,,,,,,
image_0894,,,,,,
image_0286,,,,,,
image_0060,,,,,,
image_0348,,,,,,
image_1041,,,,,,
image_0048,,,,,,
image_1581,,,,,,
image_1471,,,,,,
image_1114,,,,,,
image_0674,,,,,,
image_1258,,,,,,
image_1454,,,,,,
image_1087,,,,,,
image_1515,,,,,,
image_0252,,,,,,
image_0523,,,,,,
image_0906,,,,,,
image_0570,,,,,,
image_1067,,,,,,
image_0002,,,,,,
image_0852,,,,,,
image_1299,,,,,,
image_0998,,,,,,
image_1095,,,,,,
image_1090,,,,,,
image_1076,,,,,,
image_0926,,,,,,
image_1551,,,,,,
image_1081,,,,,,
image_0835,,,,,,
image_0534,,,,,,
image_0391,,,,,,
image_0801,,,,,,
image_0393,,,,,,
image_0377,,,,,,
image_0246,,,,,,
image_0798,,,,,,
image_0628,,,,,,
image_0827,,,,,,
image_1062,,,,,,
image_0914,,,,,,
image_1135,,,,,,
image_0284,,,,,,
image_0601,,,,,,
image_0124,,,,,,
image_0698,,,,,,
image_0188,,,,,,
image_0266,,,,,,
image_1376,,,,,,
image_0800,,,,,,
image_0864,,,,,,
image_0923,,,,,,
image_0571,,,,,,
image_0253,,,,,,
image_0261,,,,,,
image_1044,,,,,,
image_0481,,,,,,
image_0494,,,,,,
image_0027,,,,,,
image_1540,,,,,,
image_1264,,,,,,
image_0996,,,,,,
image_1232,,,,,,
image_1031,,,,,,
image_0955,,,,,,
image_0384,,,,,,
image_0654,,,,,,
image_1108,,,,,,
image_0770,,,,,,
image_1431,,,,,,
image_1042,,,,,,
image_0616,,,,,,
image_0292,,,,,,
image_1133,,,,,,
image_1018,,,,,,
image_0576,,,,,,
image_1246,,,,,,
image_1289,,,,,,
image_0113,,,,,,
image_1332,,,,,,
image_0656,,,,,,
image_0376,,,,,,
image_0922,,,,,,
image_1211,,,,,,
image_0064,,,,,,
image_0876,,,,,,
image_0830,,,,,,
image_1195,,,,,,
image_1398,,,,,,
image_1270,,,,,,
image_0345,,,,,,
image_1267,,,,,,
image_0680,,,,,,
image_1283,,,,,,
image_0296,,,,,,
image_1577,,,,,,
image_1457,,,,,,
image_0972,,,,,,
image_1430,,,,,,
image_1390,,,,,,
image_0441,,,,,,
image_1489,,,,,,
image_0659,,,,,,
image_1229,,,,,,
image_0976,,,,,,
image_1243,,,,,,
image_0369,,,,,,
image_1182,,,,,,
image_0952,,,,,,
image_0834,,,,,,
image_0109,,,,,,
image_0915,,,,,,
image_0051,,,,,,
image_0028,,,,,,
image_1428,,,,,,
image_0829,,,,,,
image_0662,,,,,,
image_0611,,,,,,
image_0944,,,,,,
image_0505,,,,,,
image_0790,,,,,,
image_0620,,,,,,
image_1499,,,,,,
image_0096,,,,,,
image_0646,,,,,,
image_0058,,,,,,
image_1301,,,,,,
image_1503,,,,,,
image_0642,,,,,,
image_0088,,,,,,
image_1403,,,,,,
image_0182,,,,,,
image_0681,,,,,,
image_0180,,,,,,
image_1050,,,,,,
image_0066,,,,,,
image_1084,,,,,,
image_1253,,,,,,
image_1192,,,,,,
image_1051,,,,,,
