file_name,annotation
audio_part3/3087-2871.wav,NO LAH ONE EPISODE LIKE I DONT KNOW ONE HOUR PLUS
audio_part3/3087-298.wav,THAT COVERS ONE OF THE WHEEL
audio_part3/3092-10.wav,PPB SO SO WE JUST TALK FOR TWO HOURS AND SEVENTEEN MINUTES
audio_part3/3092-1109.wav,HAVE YOU TRIED THE ONE AT VIVOCITY LIKE
audio_part3/3092-111.wav,YA THE HIGHEST ONE ON THE ROCK THEN ITS ITS WIDE
audio_part3/3092-1116.wav,OKAY SO I LET ME TELL YOU ABOUT THE CHEESE BREAD THING SO UM AS A KID MY MY RECESS MY POCKET MONEY WAS LIKE
audio_part3/3092-1117.wav,ONE DOLLAR FOR RECESS ONE DOLLAR FOR LUNCH
audio_part3/3092-1119.wav,SEVENTY CENTS SO THAT IS REALLY EXPENSIVE YOU KNOW
audio_part3/3092-1124.wav,BUT THEN ON HINDSIGHT RIGHT I THINK ITS QUITE OKAY LAH FOR SEVENTY CENTS BUT FOR KID IS PROBABLY QUITE EXPENSIVE
audio_part3/3092-1125.wav,YA BUT I HAVE TO EAT THAT BECAUSE I HAVE NO CHOICE LAH THE QUEUE FOR THE LIKE IN MY SCHOOL THERE WERE ONLY THREE STALLS
audio_part3/3092-1127.wav,I THE ONLY TIME I ONLY ONLY QUEUE THE SHORTEST QUEUE WAS THE CH WAS THE BREAD ONE
audio_part3/3092-1137.wav,LIKE I SORT I REALLY LIKE TO RUN A LOT SO I REMEMBER THERE WAS ONE TIME I WAS PRIMARY TWO
audio_part3/3092-114.wav,TWO FINS SIA SAME AND THEN YOU CAN SEE THE EYE RIGHT
audio_part3/3092-1145.wav,UH SHE NOT FAMILIAR BUT THEN I I I DIDNT DARE TO SAY CAUSE IT WAS LIKE MORE THAN TEN YEARS RIGHT SO
audio_part3/3092-1149.wav,WE HAD FOUR LIKE FOR YOURS IT WAS AT THE BACK OF THE SCHOOL RIGHT FOR MINE IT WAS LIKE
audio_part3/3092-1151.wav,TWO TWO FLOORS AND THEN ONE BASEMENT
audio_part3/3092-1152.wav,SO THE TECHNICALLY IS THREE FLOORS BUT THEN YA IS THE BASEMENT SO IS VERY SMALL SO
audio_part3/3092-1155.wav,THE FIELD AND THEN THERE WERE FOUR HOPSCOTCH THE HOPSCOTCHES THEN EVERYONE WILL
audio_part3/3092-1156.wav,YA FOUR ON ONE OF EACH SIDE OF THE COURTYARD THEN UM
audio_part3/3092-1157.wav,WE WILL ALWAYS RUN DOWN AND THEN LIKE CHOPE A HOPSCOTCH THEN LIKE EVERYBODY WILL PUT LIKE THEIR WALLET THEN ONE GIRL ONE PERSON EVEN PUT TWO DOLLARS EH
audio_part3/3092-1158.wav,Y YA THEN SO LIKE I I AT FIRST I I THOUGHT LIKE OH AT FIRST EVERYONE LIKE THE TEACHERS WERE TELLING US LIKE
audio_part3/3092-1159.wav,OH YOU NEED TO BE A VERY LIKE MORALE STUDENT OR WHATEVER SO I I PICKED UP THE TWO DOLLARS AND I RETURNED IT BACK TO THE SECURITY GUARD
audio_part3/3092-1162.wav,OH OH I ALSO LIKE THE BUT THAT WAS IN SECONDARY SCHOOL HOW LAME RIGHT WE SECONDARY SCHOOL WE WERE STILL PLAYING THE SCISSORS PAPER STONE GAME
audio_part3/3092-1163.wav,THE ONE WHERE YOU HAVE TO CROSS SORRY
audio_part3/3092-1168.wav,MM OKAY YA NEXT ONE
audio_part3/3092-1169.wav,BUT THE ONE WITH THE BIGGEST INFLUENCE WAS UM FROM MY PRIMARY SCHOOL
audio_part3/3092-1176.wav,LIKE FOR FOR TWO YEARS PRIMARY THREE AND PRIMARY FOUR SHE WAS MY FORM TEACHER
audio_part3/3092-1179.wav,EVEN UNTIL WHEN I WAS LIKE PRIMARY SIX SHE ALSO WHEN SHE WAS NOT MY FORM TEACHER ALREADY SHE WILL STILL
audio_part3/3092-1182.wav,PRIMARY THREE TO PRIMARY SIX ORH BUT AFTER THAT WE DIDNT REALLY KEEP IN TOUCH ALREADY I DID GO FOR HER WEDDING BUT
audio_part3/3092-1185.wav,MAYBE I SHOULD ITS BEEN MORE THAN TEN YEARS MAYBE I SHOULD
audio_part3/3092-1186.wav,BUT ITLL BE SO AWKWARD HAVENT TALK TO HER FOR TEN YEARS
audio_part3/3092-1188.wav,BECAUSE THEY WERE THEY WERE ALL IN SECONE YOU KNOW
audio_part3/3092-1201.wav,LIKE AND THEY AND THEY WERE ALL SEC ONE LIKE THEY THEY WERE VERY TRAUMATIZED BY HER SHES VERY WEIRD
audio_part3/3092-1206.wav,THEN THERE WAS ONLY ONE MALE TEACHER AND I GUESS EVERYONE THOUGHT HE WAS VERY GOOD LOOKING BUT
audio_part3/3092-1207.wav,BUT THAT WAS WHEN I WAS IN PRIMARY ONE AND AFTER THAT THEY WERENT
audio_part3/3092-1209.wav,THE SECURITY GUARD ONE SECURITY GUARD
audio_part3/3092-1210.wav,ONE ONLY ONE AND THEN MAYBE ONE OFFICE MANAGER THATS THEY WERE THE ONLY MEN
audio_part3/3092-122.wav,YA IS A LADY MAYBE SHES IN THE FORTY HER FORTIES
audio_part3/3092-1222.wav,OH YA YA YA THAT ONE YOU CAN LIE DOWN THERE RIGHT
audio_part3/3092-1223.wav,IS IT THE ONE THAT YOU CAN NEAR LV RIGHT THE BAG
audio_part3/3092-123.wav,OH THERE ARE ONLY THREE ACTUALLY
audio_part3/3092-124.wav,THE BACK THE BAG IN THE RIGHT SIDE OF THE TENT DOESNT HAVE A
audio_part3/3092-1243.wav,HE TRIED A LOT OF TIMES AND THEN LIKE NO HE THEY DIDNT COME THEN WE ARE LIKE OKAY NEVER MIND THEN HE CAUSE HE MENTIONED LIKE IVE A FAVOURITE BAR HERE THEN WE ARE LIKE
audio_part3/3092-1249.wav,OH WERE WERE TWENTY FIVE PERCENT INTO THE THING
audio_part3/3092-1252.wav,UM OH THERE WAS ONE TIME THAT I WANTED TO STALK THIS PERSON
audio_part3/3092-1253.wav,I THINK IT WAS LIKE TWENTY SIXTEEN
audio_part3/3092-1254.wav,INSTAGRAM UNTIL MAYBE TWENTY THIRTEEN
audio_part3/3092-126.wav,UM THEN WITH TWO RACKETS
audio_part3/3092-127.wav,OH TWO SOCKS TWO SOCKS
audio_part3/3092-1274.wav,THAT TIME IT WAS REALLY AWKWARD THEN IT WAS IN TWENTY THIRTEEN
audio_part3/3092-1286.wav,THE GOVERNMENT HAS GOOD INTENTIONS LIKE FOR OUR SCHOOL
audio_part3/3092-1289.wav,SOMETHING WITH YOUR NETS THEN ON WEDNESDAYS AND FRIDAY YOU GET FIFTY CENTS OFF
audio_part3/3092-129.wav,OH WAIT WHERE ARE THE TWO WHERE ARE THE WHERE YOU SAID THERE ARE THREE
audio_part3/3092-1294.wav,BUT OKAY MAYBE THIS ONE MAYBE IT WILL BE EFFECTIVE LAH IN HELPING PEOPLE TO
audio_part3/3092-13.wav,YA NOT JUST ONE BUT MANY I SEE
audio_part3/3092-1308.wav,FIND MYSELF A BIT GUILTY FOR LIKE NOT RETURNING MY TRAY ALSO BECAUSE LIKE WHEN IM IN A SOCIAL SETTING LIKE THERE ARE TEN PEOPLE
audio_part3/3092-1309.wav,YA IF IM THE ONLY ONE THEN I WILL STALL UP EVERYBODY
audio_part3/3092-131.wav,THE RIGHT SIDE OF THE TENTAGE THERES ONE THERES ONE
audio_part3/3092-1310.wav,YA I NEXT TIME I SHOULD REALLY CLEAR MY TRAY LAH BUT SOMETIMES EVERYONE JUST LEAVES ALREADY THEN LIKE YOURE THE ONLY ONE CLEARING
audio_part3/3092-1315.wav,UM OKAY MAYBE GO THE NEXT ONE WE HAVE A WHOLE STEP
audio_part3/3092-1320.wav,SOMETIMES I WOULD QUEUE FOR FOOD FOR ABOUT THREE HOURS
audio_part3/3092-1321.wav,YOU KNOW THE THE ITS SOME SUSHI PLACE BUT THE THING IS WE HAVE NO CHOICE AH WE DIDNT KNOW IT WOULD BE THREE HOURS
audio_part3/3092-1322.wav,I MEAN I LIKE GENKISUSHI OR SUSHIEXPRESS THE ONE AT THE BASEMENT OF
audio_part3/3092-1328.wav,IN SINGAPORE IS JUST LIKE ONE
audio_part3/3092-1329.wav,LIKE JUST ONE QUEUE LINING LIKE
audio_part3/3092-133.wav,UM YA SAME WE ALSO HAVE TWO THEN THE LADY IS KIND OF LOOKING NOWHERE
audio_part3/3092-1330.wav,BUT IN JAPAN THERERE LIKE EIGHT YOU KNOW
audio_part3/3092-1331.wav,SO ITLL ITS VERY EFFICIENT SO LIKE AH LIKE EVEN THOUGH THEY SAY SIXTY MINUTES IT MIGHT BE THIRTY MINUTES
audio_part3/3092-1336.wav,OH OKAY I THINK YOU MENTIONED THIS TO ME BEFORE I REMEMBER
audio_part3/3092-1337.wav,LIKE I I NEVER MET HIM BEFORE BUT I KNOW THAT HE OWN THREE PAWNSHOP
audio_part3/3092-1341.wav,LIKE HE TOLD ME EH THEN THEY TOLD ME MY FAMILY TOLD ME ABOUT MY GREAT GRANDFATHER HE THAT HE ACTUALLY OWN THREE PAWNSHOP SO I ACTUALLY
audio_part3/3092-1344.wav,MY GREAT GRANDFATHER THEN HE HAD UH TEN WIVES I THINK
audio_part3/3092-1346.wav,OKAY I I THINK IT MAYBE NINE WIVES AH THEN YA
audio_part3/3092-1352.wav,PPO MY GREAT MY GREAT MY GRANDMA TOLD ME THAT THE WAY THEY SPENT THE MONEY WAS LIKE
audio_part3/3092-1353.wav,I THINK THEY JUST LIKE WASTED ALL THEIR MONEY LIKE GAMBLING AND EVERYTHING SO I DONT THINK THEY HAVE ANY MONEY LEFT BUT MY
audio_part3/3092-1354.wav,GRANDMA SAVED SOME MONEY SO SHE HASNT WORKED A DAY IN HER LIFE OKAY OTHER YA OTHER THAN LIKE MAYBE SOME SIMPLE THINGS AT HER COMMUNITY CENTRE
audio_part3/3092-1356.wav,YA I THINK HE DONATED QUITE A BIT OF MONEY TO LIKE SOME UM
audio_part3/3092-136.wav,THEN THERE ARE FOUR BOXES RIGHT FOUR SQUARE BOXES BLACK SQUARE BOX
audio_part3/3092-1363.wav,LIKE HE JUST ASK SOMEONE PART OF LIKE WHO IS WHO IS PART OF THE
audio_part3/3092-1365.wav,I THINK I I THINK I YA YA OKAY OKAY LATER ILL SHOW YOU ITS PROBABLY IN MY PHONE YA
audio_part3/3092-1369.wav,I I KNOW OF SOME PEOPLE THEY THEYRE LIKE FORTY AND LIKE AND THEY THEY NEVER WORK BEFORE
audio_part3/3092-1373.wav,BUT ACTUALLY THERES ONE OUR ONE OF OUR TEACHERS SHES HAVING A TAITAI LIFE NOW LAH
audio_part3/3092-1375.wav,OH YA NEXT ONE NEXT ONE IS IT YOUR YOUR TURN YA
audio_part3/3092-138.wav,OH IT SAYS ONE NIGHT ONLY ON THE TOP AND THEN LOVE SHACK AT THE BOTTOM
audio_part3/3092-139.wav,OKAY SO ONE TWO THREE FOUR FIVE SIX OKAY SIX MORE TO GO THEN THERES LIKE
audio_part3/3092-1392.wav,THEN LIKE FOR EXAMPLE YESTERDAY WHEN I WAS DOING THAT THING THEN I MET TWO PEOPLE OF THE SAME AGE AS ME
audio_part3/3092-1393.wav,SO THE FIRST ONE WAS ACTUALLY A STAFF IN A CINEMA
audio_part3/3092-1395.wav,LIKE ABOUT TEN HOURS SO SHE HAS TO WORK UNTIL ONE AM THAT DAY
audio_part3/3092-14.wav,ONE TWO THREE FOUR FIVE SIX SEVEN EIGHT NINE ROCKS
audio_part3/3092-140.wav,SO UM THERE ARE FOUR FLAGS RIGHT BLUE AND RED
audio_part3/3092-1410.wav,MM OKAY NEXT ONE AH IS IT YOURS UM
audio_part3/3092-1412.wav,IF YOU COULD TEACH SINGAPOREANS ONE LESSON WHAT WOULD IT BE
audio_part3/3092-1460.wav,LIKE YA ITS ITS BEEN I THINK CAUSE HES THIRTY PLUS HE WAS OLD ALREADY LAH HE NEEDS SOME UPGRADE
audio_part3/3092-1461.wav,THEN IN JAPAN RIGHT IN ONE MINUTE IT CAN GO SO FAST YOU KNOW
audio_part3/3092-1465.wav,LIKE IN ONE MINUTE IT CAN GO SO FAR BUT HERE YOU HAVE TO WAIT WAH FIVE MINUTES AH YIOCHUKANG TO KHATIB
audio_part3/3092-1468.wav,AND THEN SOMEONE PRESS THE EMERGENCY BUTTON
audio_part3/3092-1472.wav,THEN LIKE ITS JUST VERY CONFUSING CAUSE LIKE IF I WANT TO GO TO ONE PLACE I HAVE TO TRANSFER SO MANY TIMES
audio_part3/3092-1473.wav,BUT IN SINGAPORE ITS JUST LIKE ONE MRT LIKE
audio_part3/3092-1476.wav,LIKE THE TRAINS USUALLY YOU YOU COME BACK ALREADY THIRTY MINUTES OR ONE HOUR
audio_part3/3092-1477.wav,VERY CONFUSING THERES ONE TIME THAT UM AND THE BUSES ALSO THE BUSES COME EVERY ONE HOUR SOMETIMES
audio_part3/3092-1478.wav,SO THERE WAS ONE TIME I I REACH LIKE THIRTY SECONDS LATE
audio_part3/3092-1479.wav,THEN THE THE TRAIN JUST THE BUS JUST LEFT THEN I HAD TO WAIT FOR ONE HOUR IT WAS ALREADY ELEVEN PM I WAS SO SCARED
audio_part3/3092-148.wav,HOW COME GOT NINE SO FAST SORRY SORRY I TALKING SO
audio_part3/3092-1482.wav,AND THERES JUST A FEW A FEW LINES ONLY AH FIVE OR SIX SO ITS QUITE EASY TO
audio_part3/3092-1483.wav,THERE WERE YA THERE WAS ONE TIME I WANTED TO FIND THIS BUS STOP
audio_part3/3092-1492.wav,PPB WE WERE JUST LIKE UM PACING BACK AND FORTH LIKE MAYBE ONE OF THEM WILL BE THE BUS STOP TURNS OUT IT WAS THE THE SHELTER AH BUT
audio_part3/3092-1494.wav,YA THAT IS SO CONFUSING AND THAT TIME THERE WERE ONLY FOUR BUSES IN A DAY
audio_part3/3092-15.wav,I I WONDER WHERES THE MISSING ONE PPL
audio_part3/3092-1500.wav,THREE BIG BAGS SO PROBABLY AT LEAST
audio_part3/3092-1501.wav,YA SO MAYBE I ATE ABOUT THREE OR FOUR FIVE FOUR I THINK FOR MYSELF I CAN EAT FOUR OR FIVE
audio_part3/3092-1502.wav,YA WE LIKE THE RECENT ONE WE WENT TO WAS LIKE NEAR COMMONWEALTH
audio_part3/3092-1513.wav,AND THEN PEOPLE ARE LIKE NO BUT THATS SO EXPENSIVE IS HUNDRED HUNDRED BUCKS AT LEAST RIGHT
audio_part3/3092-1526.wav,IS THE ONE AT ANG ANGMOKIO I KNOW THE ANGMOKIO DOWNSTAIRS THERES ONE RIGHT
audio_part3/3092-1530.wav,OKAY NEXT ONE KAMPUNG SPIRIT HOW WELL DO YOU KNOW YOUR NEIGHBORS NEXT DOOR
audio_part3/3092-1531.wav,ACTUALLY LIKE UM FOR MY SEMBAWANG ONE RIGHT
audio_part3/3092-1534.wav,UM UN OKAY I WILL SAY HI TO EVERYONE LAH LIKE IF THEY LOOK AT LOOK INTO ME LOOK AT MY EYE BUT
audio_part3/3092-1535.wav,OH SORRY SORRY THE JUST THE TWO MY TWO CLOSEST NEIGHBORS
audio_part3/3092-1541.wav,SO I MOVE I I WAS THERE FOR I LIVED THERE FOR TEN YEARS THEN
audio_part3/3092-1542.wav,UM LIKE AT THE TEN THE ALL THE LAST FEW YEARS THAT I WAS THERE
audio_part3/3092-1547.wav,PROB PROBABLY FOR TEN YEARS AND I NEVER TALK TO HIM BEFORE
audio_part3/3092-1550.wav,SO I ON THE BUS WE TOOK THE BUS TOGETHER THEN I WAS LIKE IM SO SORRY WHAT IS YOUR NAME IM SO SORRY WE NEVER TALK TO EACH OTHER FOR TEN YEARS
audio_part3/3092-1551.wav,NO HES TWENTY EIGHT OR TWENTY NINE
audio_part3/3092-1553.wav,YA LOR THEN THEN THATS LIKE THE YA THATS LIKE THE ONLY ONE THEN
audio_part3/3092-1565.wav,DO S DO SINGAPOREANS REALLY LIKE TO GO AND LIKE CAUSE THE RECENTLY THERES ONE AT MY BLOCK
audio_part3/3092-1574.wav,AIYA ONE THING I I REALLY WANT TO FIND OUT IS LIKE
audio_part3/3092-158.wav,YA SAME OKAY THEN THERE ARE THREE BIRDS
audio_part3/3092-1588.wav,OH THERES ONE AT I THINK NEAR QURESHIAN OR SOMETHING SO
audio_part3/3092-1594.wav,THEN SOME S IS QUITE SIMILAR TO THE PREVIOUS ONE RIGHT THE WHAT WOULD YOU WANT TO TEACH SINGAPOREANS SOMETHING LIKE THAT
audio_part3/3092-1598.wav,BUT IF I WERE TO SAY TO SOMEONE ELSE
audio_part3/3092-1601.wav,BUT I LIKE TO TALK ABOUT THE CPF AND YA UH THIS ONE POLITICS ALREADY
audio_part3/3092-1604.wav,BOND IN THE TWO THOUSAND AND TEN EACH
audio_part3/3092-1607.wav,THIS ONE THE THE YEAR WHAT GEN X Y Z
audio_part3/3092-1612.wav,X IS THE OLDER ONE GENZ
audio_part3/3092-1617.wav,LIKE BECAUSE LIKE YOU SEE THEY GREW UP LIKE WHEN THEYRE LIKE LITTLE KIDS THEY ALREADY THEYRE ALREADY LIKE I WAS TALKING TO THIS TWO YEAR OLD GIRL
audio_part3/3092-1622.wav,AND LIKE REALLY YOUNG PEOPLE LIKE TEN PLUS YEAR OLD GIRL LIKE THE LILTAY
audio_part3/3092-163.wav,OKAY AND THEN THERE ARE TWO GUYS PUSHING THE
audio_part3/3092-1631.wav,I HAVENT WROTE WRITTEN DOWN LAH MAYBE WHEN WE SHOULD ALSO REMIND OURSELVES
audio_part3/3092-164.wav,IS IT ONE GUY IN WHITE AND ONE IN GREEN
audio_part3/3092-165.wav,UM AND THEN ONE THE GREEN THE GREEN SHIRT GUY IS WEARING LIKE THE CAP OKAY
audio_part3/3092-1659.wav,NO THE BOUN THAT CAN BOUNCE ONE
audio_part3/3092-1665.wav,IT WAS THE ONE THE ONE DOLLAR MACHINE YOU PUT THE ONE LAH
audio_part3/3092-1666.wav,I REMEMBER THERE WAS THE ZODIAC ONE
audio_part3/3092-1667.wav,LIKE IT WAS SO STUPID YOU KNOW CAUSE I REALLY WANTED TO GET THE THE RED ONE
audio_part3/3092-1668.wav,THEN UM BUT THE THING IS THERE WERE THERE WERE TWELVE ANIMALS SO I NO MATTER HOW MUCH I SPIN LIKE I GOT SO MANY MONKEYS RABBITS
audio_part3/3092-1670.wav,SO I I SAVED UP ABOUT TEN DOLLARS
audio_part3/3092-1672.wav,SO I I JUST I JUST LIKE WAH GOT TEN DOLLARS SO I WENT THERE AND THEN I JUST PUT EVERYTHING FINE AND THEN I GOT RED I WAS SO HAPPY
audio_part3/3092-1676.wav,THERE WAS THIS PEN THAT I LOVE I LOVE TO USE IS A VERY THIN ONE
audio_part3/3092-1677.wav,THEN ITS VERY EXPENSIVE EH TWO DOLLARS AH BUT
audio_part3/3092-1678.wav,ITS VERY SLIM THE ONE THATS LIKE SILVER CASE AND THEN THEY GOT LIKE THERES ORANGE PURPLE BLUE
audio_part3/3092-1679.wav,I CAN USE ONE PEN IN A DAY YOU KNOW
audio_part3/3092-1698.wav,I DONT KNOW CLOSE TO FIVE HUNDRED THOUSAND DOLLARS AT LEAST
audio_part3/3092-1700.wav,THEY WERE LIKE SEVENTEEN EIGHTEEN THEN THEY ARE LIKE IM MOVING OUT WITH MY FRIENDS THEN
audio_part3/3092-1701.wav,FOUR OF THEM CAN JUST GO TO ANOTHER STATE IN AUSTRALIA AND JUST SETTLE DOWN WITH A CAR
audio_part3/3092-1702.wav,YA THEN WE CANT WE HAVE TO BE THIRTY FIVE TO BUILD A HOUSE
audio_part3/3092-1704.wav,WHEN IM THIRTY FIVE OH IF WE HAVE IF WE BUY A CONDO LAH
audio_part3/3092-1706.wav,YA YA YA THE BLACK ONE OKAY OKAY
audio_part3/3092-1707.wav,I REMEMBER WHEN I WAS VERY YOUNG LIKE MAYBE FIVE LAH FIVE
audio_part3/3092-173.wav,UM OKAY LETS COUNT NOW ONE TWO THREE FOUR FIVE SIX SEVEN EIGHT NINE TEN ELEVEN
audio_part3/3092-1735.wav,I CANT REALLY THINK OF ONE LOR
audio_part3/3092-1737.wav,THAT WERE F IN MADE NINE IN THE SEVENTIES EIGHTIES NINETIES RIGHT
audio_part3/3092-1738.wav,THERE WAS ONE I WATCH RECENTLY ITS CALLED RINGOFFURY
audio_part3/3092-1739.wav,ITS A NINETEEN SEVENTY TWO FILM THEN ITS LIKE UM LIKE
audio_part3/3092-174.wav,BECAUSE YOU CIRCLE THE ONE NIGHT ONLY AND
audio_part3/3092-1745.wav,FIVE YEARS OLD SO EVEN FOR HIM HE ALSO DIDNT RECOGNISE A LOT OF THOSE PLACE WAS
audio_part3/3092-1747.wav,UM SUNSHINE SINGAPORE SO UM THERES THIS VERY OLD MAN HE MADE THE FILM FIFTY YEARS AGO
audio_part3/3092-175.wav,LIKE OKAY SO MY TENTAGE LIKE TWO THERE THERE ARE THREE CIRCLES
audio_part3/3092-1751.wav,BRITISH GUY OR SOMETHING HE CAME TO SINGAPORE FIFTY YEARS AGO AND THEN HE SHOT RAFFLES
audio_part3/3092-1757.wav,MAKE A FILM IN NINETEEN NINETY TWO BUT THEN THE FILM YA THEY LOST IT
audio_part3/3092-176.wav,LIKE KIND OF LIKE NECKLACES SO ON THE LEFT SIDE THERE ARE TWO NECKLACES AND ONE ON THE RIGHT SIDE THERES ONE NECKLACE
audio_part3/3092-1760.wav,ESPECIALLY WHEN THEY USE FILM THIRTY FIVE MM TO TO SHOOT WAH ITS SO NICE
audio_part3/3092-177.wav,ORH OKAY SO ILL ILL JUST CIRCLE TWO ILL JUST CIRCLE THE LEFT SIDE ALSO
audio_part3/3092-1782.wav,TO REPEAL THREE SEVEN SEVEN A
audio_part3/3092-1794.wav,NOW IS I THINK ABOUT SIXTY PERCENT SINGAPOREANS IN
audio_part3/3092-1795.wav,MM BUT I ALWAYS THOUGHT IS TWO TWO IN FIVE THAT ARE
audio_part3/3092-1797.wav,THE FACT THAT WERE FIFTY YEARS OLD AND IS ALSO QUITE CONSTRUCTED
audio_part3/3092-180.wav,NO ITS NOT A HANDBAG OKAY SO THE LAST ONE MUST BE THE EH WHERES THE HANDBAG
audio_part3/3092-1804.wav,I REALLY HOPE THAT BY SG HUNDRED LIKE WE CAN REALLY FEEL A SENSE OF BELONGING
audio_part3/3092-181.wav,OKAY BUT THATS PROBABLY THE TWELVE ONE RIGHT
audio_part3/3092-1813.wav,THEN I CAN LISTEN TO MUSIC WATCH YOUTUBE THEN JUST DO MATH
audio_part3/3092-1815.wav,WE CAN LISTEN TO MUSIC WITH WITH UM WITH LYRICS
audio_part3/3092-1817.wav,OH NINE NINE NINE AND THE HALF NICE
audio_part3/3092-1818.wav,MAYBE IN PRIMARY ONE MAYBE
audio_part3/3092-1834.wav,CONSIDERING THAT I HAVE LIKE TEN SUBJECTS AND LIKE CHINESE
audio_part3/3092-1839.wav,WE HAVE TEN SUBJECTS EH SO MANY
audio_part3/3092-1842.wav,THEN I WAS LIKE OHMYGOD I HAD TEN SUBJECTS NOW I ONLY HAVE LIKE A FEW MODULES IN UNIVERSITY
audio_part3/3092-1844.wav,ONE OR TWO CCAS
audio_part3/3092-1845.wav,ONLY DOING ONE OR TWO
audio_part3/3092-1850.wav,MAYBE I CAN ANSWER THIS ONE THE THE PAST YEAR ONE
audio_part3/3092-1851.wav,I BELIEVE THERE DEFINITELY IS BUT I CANT THINK OF ONE RIGHT NOW
audio_part3/3092-1854.wav,LIKE HOW YOU KNOW LIKE ITS JUST ONE RIVER AND THEN ITS LIKE THE POORER SIDE AND THE RICHER
audio_part3/3092-1858.wav,IT WERE WE JUST LANDED FROM THE AIRPORT SO IT WAS JUST LIKE TEN MINUTES WHEN WE FIRST STEP INTO UM GLASGOW
audio_part3/3092-187.wav,UM THREE SMALL ROCKS
audio_part3/3092-1870.wav,I JUST PRESS NINE NINE NINE I I GUESS IT WORK
audio_part3/3092-1871.wav,IT SHOULD BE NINE NINE NINE I THINK IS ONLY AMERICA IS NINE NINE ONE
audio_part3/3092-1872.wav,NINE NINE ONE ONE YA I GUESS SO
audio_part3/3092-1875.wav,IT TOOK ME QUITE A WHILE TO TAKE UP MY PHONE ALSO I WAS SO STUNNED THEN I FASTER CALL THEN LIKE
audio_part3/3092-1878.wav,TWO ADULTS SO THEY IT JUST CRASH IN AT THE FRONT OF THE PASSENGER SEAT
audio_part3/3092-188.wav,THERES ONE BIG ROCK NEAR THE CEN UH TWO BIG ROCKS IN THE CENTRE
audio_part3/3092-189.wav,YA ONE BIG ONE
audio_part3/3092-1890.wav,WE JUST VERY GRATEFUL UH GLAD FOR OURSELVES ALSO LIKE THAT NO ONE WAS INJURED
audio_part3/3092-1891.wav,BUT THERE WAS ONE WEEK I REMEMBER THAT THERE WERE THREE
audio_part3/3092-1895.wav,THERE WAS ONE YA THAT GIRL SHE
audio_part3/3092-1899.wav,THEN LIKE SHE WAS THE ONLY ONE WHO DIED LOR CAUSE
audio_part3/3092-190.wav,AND THEN ONE MORE YA SO ITS THE SAME
audio_part3/3092-1900.wav,NUS I THINK I THINK SHE WAS NINETEEN YOU KNOW
audio_part3/3092-1902.wav,THE ONE THAT I THINK WE WERE YEAR TWO THAT TIME THEN THERE WAS A GUY
audio_part3/3092-1908.wav,IS EH YA IS THE ONE WITH THE CONDENSED MILK
audio_part3/3092-191.wav,MM OKAY SO PROBABLY ITS THAT ONE LAH WHAT COLOUR IS THE SHADE OF THE TENT
audio_part3/3092-1910.wav,YOU KNOW I WAS VERY OFFENDED ONE TIME WHEN UM THERE WAS THIS BRITISH GUY
audio_part3/3092-192.wav,OKAY THEN I THINK IS THAT ONE
audio_part3/3092-1921.wav,UM I REMEMBER THERE WAS ONE TIME WHEN I WAS WORKING AT THE
audio_part3/3092-1926.wav,YA THERE ARE THERE ARE THERE ARE VERY GOOD ONES THOUGH
audio_part3/3092-193.wav,UH NO NO NO SHALL WE CIRCLE THE TWO CIRCLE THINGY
audio_part3/3092-1930.wav,UM I FEEL LIKE GRAB DRIVERS ARE QUITE NICE TO LIKE THE YOUNGER ONES THEY THEY HAVE SOME INTEREST LIKE THOSE ARE WHO ARE VERY FRIENDLY THEYRE NICE
audio_part3/3092-1933.wav,PPB CAN GET TWENTY NINE NINETY INSTEAD
audio_part3/3092-1942.wav,LIKE I I THINK I WALK TWENTY THREE KM THAT DAY WITH MY FRIEND
audio_part3/3092-1964.wav,UH ITS OFFICIALLY TWO SEVENTEEN AND WE ARE GOING TO STOP NOW
audio_part3/3092-1965.wav,THANKS FOR LISTENING TO US FOR THE SUPER A SUPER LONG TIME
audio_part3/3092-210.wav,BADLY DONE CAUSE I CANT
audio_part3/3092-2102.wav,OH TWENTY MINUTES ALREADY THATS SO QUICK OKAY
audio_part3/3092-2110.wav,THEY DID IT IN ANYWHERE ELSE RIGHT THE MONEY CONFIRM GET GET STOLEN ONE YA
audio_part3/3092-2116.wav,THAT WAS IN PRIMARY FOUR PRIMARY FIVE
audio_part3/3092-2125.wav,UM SEC SEC TWO CAUSE MY SCHOOL HAD A LOT OF UH
audio_part3/3092-2133.wav,SHE SAY WHAT ARE YOU DOING WHY IS WHY ARE YOU NOT PAYING ATTENTION
audio_part3/3092-2135.wav,I WAS IN SECTWO YA CORRECT THEN AFTER THAT SHE TOLD MY FORM TEACHER
audio_part3/3092-2139.wav,YA AND SHES SHES ONE OF THE MOST SENIOR TEACHERS IN SCHOOL SHES AROUND SIXTY PLUS AT THE AT THAT TIME
audio_part3/3092-2141.wav,AND I WILL GO HOME AROUND LIKE SIX EIGHT PLUS NIGHT AND I DSA INTO MINE
audio_part3/3092-2143.wav,I TRIED DOING MY CORRECTIONS I ALWAYS DO MY HOMEWORK ONE
audio_part3/3092-2148.wav,NOT LIKE SOME PEOPLE ALWAYS COPY CORRECTIONS ONE
